job_id,title,company,location,date,link,description,employment_type,seniority_level,place,job_function
2927598248,"Software Developer, Early Career",Google,Canada,2022-03-17,https://ca.linkedin.com/jobs/view/software-developer-early-career-at-google-2927598248?refId=q%2FTb%2Fexmnzyzbu5ranSyCQ%3D%3D&trackingId=643qNI5Rivi09wL0HUJEJw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"This program is intended for candidates with 1-3 years of industry experience.

Minimum qualifications:

Bachelor's degree or equivalent practical experience
1 year of experience in software development
Experience programming with two or more of the following languages: C, C++, C#, Java, JavaScript, Go, and/or Python
Experience working one or more of the following: web or mobile application development, Unix/Linux environments, distributed and parallel systems, machine learning, information retrieval, natural language processing, networking, software systems, and/or security software development


Preferred qualifications:

Experience developing accessible technologies
Interest and ability to learn coding languages as needed
Ability to speak and write in English fluently
Ability to start in 2022


About The Job

Google's software developers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for software developers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day.

As a software developer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our software developers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

Google aspires to be an organization that reflects the globally diverse audience that our products and technology serve. We believe that in addition to hiring the best talent, a diversity of perspectives, ideas, and cultures leads to the creation of better products and services.

By applying to this position, you will be considered for all potential Software Developer opportunities. Roles may vary by location and will be discussed in more detail with your recruiter after completion of onsite interviews.

Google is a software development company at heart. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on users around the world. At Google, software developers not only revolutionize search, they routinely work on scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, social to local, Google software developers are changing the world one technological achievement after another.

Responsibilities


Design, develop, test, deploy, maintain, and improve software.
Manage individual project priorities, deadlines, and deliverables.


Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .
Show more Show less",Full-time,Entry level,"Waterloo, Ontario, Canada",Information Technology and Engineering
2861990890,Software Engineer - New Grad - Canada,Twilio,Canada,2022-03-05,https://ca.linkedin.com/jobs/view/software-engineer-new-grad-canada-at-twilio-2861990890?refId=q%2FTb%2Fexmnzyzbu5ranSyCQ%3D%3D&trackingId=Tlau0dLEOA6Zh0WpbyDP4w%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"Because you belong at Twilio.

The Who, What, Why And Where

At Twilio, our mission is to power the future of communications. We are looking for Software Engineers (SWE) who want to design, develop, deploy and operate software solutions and help Twilio deliver real-time, low latency capabilities for next-generation communications. Twilio New Grad Software Engineers are eager to learn and inspire and like to think at scale and meet high availability goals, bringing a focus to solving resiliency, latency and quality challenges in our virtualized cloud environment. SWE’s want to develop technical skills and industry experience while working on complex distributed systems.

You Should Have Some Or All Of The Following

Pursuing a Bachelors, Masters or Phd degree in Computer Science or Computer Engineering, or equivalent experience
Proficient background in networking, operating systems, and security
0-3+ Years of engineering experience with Python, PHP, C, C++ or Java
Knowledge of unit and integration testing methodologies, and the ability to write, debug and deploy testing frameworks
Experience with traditional RDBMS databases, such as MySQL, Postgres, Oracle, etc.

Who?

Ideal Candidates

Twilio is looking for Engineers who live the Twilio Magic and have a demonstrated track record of learning, growth, impact, and success.

Are working towards a BS, MS, or PhD degree in computer science, computer engineering or a related field.
Have a keen interest in software development with several side projects and perhaps are a part of the open source community.
Have a hungry entrepreneurial and ""can do"" spirit, as evidenced by successful interest in learning new technologies.
Have experience in data processing, analytics, business intelligence, and reporting
Have experience with technologies such as hadoop, spark, python, scala etc.

What?

As a Software Engineer, you will live the Twilio Magic values:

BE INCLUSIVE: Work in a small, high-impact, diverse team
EMPOWER OTHERS: Bring in your expertise and experience to empower the your team and make things better in all aspects
DRAW THE OWL: Collaborate with the team to tackle complex problems in distributed computing
BE AN OWNER: Build and operate your team's services in a production environment leveraging a DevOps model; Ensure quality by writing unit, integration, and load tests.
DON’T SETTLE, RUTHLESSLY PRIORITIZE: Constantly look for areas of improvement in processes, system and optimize. Be an advocate for balancing tech debt and feature development
Design and implement various initiatives, scalable infrastructure solutions that meet Twilio’s high scalability & performance needs
Perform detailed and thoughtful peer code reviews
Help building Continuous Integration and Continuous Delivery on managed AWS services
Develop monitoring & alerting solutions that keeps our system’s health in check
Internalize the set of good habits (development techniques, test driven development, load and performance testing, security, tech debt balance, Agile discipline etc.) that drives high-end engineering excellence

Why?

Twilio is a company that is empowering the world’s developers with modern communication in order to build better applications.

Twilio is truly unique; we are a company committed to your growth, your learning, your development and your entire employee experience. We only win when our employees succeed and we're dedicated to helping you develop your strengths. We invest in weeks dedicated to tackling hard problems and creating your own ideas. We have a cultural foundation built on diversity, inclusion and innovation and we want you and your ideas to thrive at Twilio. Come join us.

Where?

This role is located in the BC, Ontario office. We employ diverse talent from all over the world and we believe great work can be done anywhere. Around the world, Twilio offers benefits and perks to support the physical, financial, and emotional well being of you and your loved ones. No matter where you are based, you will experience a company that believes in small teams for maximum impact; seeks well-rounded talent to ensure a full perspective on our customers’ experience, understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture that empowers everyone to do their best work and be the best version of themselves.

About Us

Millions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video and email by virtualizing the world’s communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world’s most demanding applications. By making communications a part of every software developer’s toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world’s largest organizations — to reinvent how companies engage with their customers.

In accordance with applicable law, the following represents Twilio's reasonable estimate of the range of possible compensation for this role if hired in Colorado.

Salary

BC, Ontario: $97 500 /annually

Benefits

At the time of this posting, this role is eligible to participate in the following benefits, which Twilio reserves the right to modify at any time for any reason in accordance with applicable law

Twilio is committed to delivering a comprehensive benefits program that provides support needed for you and your loved ones. It’s likely that you don’t think about benefits every day; however, they are an important component of your total compensation, and we want you to understand the options available to you so that you can make the most of your benefit dollars.

Healthcare Insurance

Prescription Drug
Medical
Dental
Vision

Reimbursement Programs & Stipends

Up to $140 per month for connectivity allowance
Up to $100 per month for remote work
Up to $205 per month for wellbeing and books
Show more Show less",Full-time,Not Applicable,"Vancouver, British Columbia, Canada",Engineering and Information Technology
2945729862,"Software Developer, Early Career, Campus",Google,Canada,2022-03-07,https://ca.linkedin.com/jobs/view/software-developer-early-career-campus-at-google-2945729862?refId=q%2FTb%2Fexmnzyzbu5ranSyCQ%3D%3D&trackingId=KWCb2VrhjS7%2BRXnzmP8X1w%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"Application Instructions:

Please complete your application before March 25, 2022.

Note: This application is intended for candidates that are eligible for full-time work authorization in Canada upon completing their education.

You can also consider applying for our international opportunities. Please check the Student Careers page for current openings in the location where you are eligible for full-time authorization.

This program is intended for candidates with 1 year or less of industry experience. If you have more than one year of industry experience, please apply directly to our industry openings titled ""Software Engineer, Early Career - United States"" or ""Software Developer, Early Career - Canada"". If you have less than 1 year of industry experience, please apply here.

Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Waterloo, ON, Canada; Montreal, QC, Canada.

Minimum qualifications:

Bachelor's degree in Computer Science, Electrical Engineering, related technical field or equivalent practical experience.
Experience working with Data Structures or Algorithms (e.g., data structures/algorithms class, coursework/projects, research, internships, or other practical experience in/outside of school or work (including open source hobby coding).
Software development experience coding in a general purpose programming language.
Examples of coding in one of the following programming languages including but not limited to: C, C++, Java, JavaScript, or Python.


Preferred qualifications:

Ability to start in 2022.
Experience programming with two or more of the following languages: C, C++, C#, Java, JavaScript, Go, and/or Python.
Experience working one or more of the following: web or mobile application development, Unix/Linux environments, distributed and parallel systems, machine learning, information retrieval, natural language processing, networking, developing large software systems, and/or security software development.
Working proficiency in verbal and written English.
Interest and ability to learn other coding languages as needed.


About The Job

Google's software developers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for software developers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software developer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our software developers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

As a key member of a small and versatile team, you design, test, deploy and maintain software solutions.

Whether it's finding new and innovative ways to advance search quality, building computing platform and networking technologies, automating the indexing of videos, or continuing to refine and scale complex auction systems (just to name a few), you will be developing solutions to some of the most challenging technical problems out there. You will research, conceive, and develop software applications to extend and improve on Google's product offerings and collaborate on scalability issues involving access to massive amounts of data and information. Examples of specialist domains: UI development with AJAX and similar technologies, security, embedded systems and mobile apps (Android and iOS), developer tools (IDEs, large-scale build systems, compilers).

Google is a software development company at heart. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on users around the world. At Google, software developers not only revolutionize search, they routinely work on scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, social to local, Google software developers are changing the world one technological achievement after another.

Responsibilities


Responsibilities vary based on area/role, and in general may include:
Design, develop, test, deploy, maintain, and improve software.
Manage project priorities, deadlines, and deliverables.
Take on tasks as requested, following through to completion despite roadblocks or distractions.


Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .
Show more Show less",Full-time,Entry level,"Waterloo, Ontario, Canada",Information Technology and Engineering
2972996851,University Grad Software Engineer (Canada),Pinterest,Canada,2022-03-21,https://ca.linkedin.com/jobs/view/university-grad-software-engineer-canada-at-pinterest-2972996851?refId=q%2FTb%2Fexmnzyzbu5ranSyCQ%3D%3D&trackingId=9D1dZ0qbUr6K1epa%2FiYhvg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"1945782

About Pinterest

Millions of people across the world come to Pinterest to find new ideas every day. It’s where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you’ll be challenged to take on work that upholds this mission and pushes Pinterest forward. You’ll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.

PLEASE ONLY APPLY FOR THIS POSITION ONCE - USA or Canada. Location preferences are specified within the job title. Multiple applications may delay our recruitment process.

As a university grad at Pinterest, you’ll take the lead in both solving scoped problems and contributing to projects while learning and growing within your team. This role is as much about learning as it is about doing and making an impact. We’re looking for passionate university grads that are excited to build awesome products and features, create visually rich experiences, spearhead the discovery problem, and pinpointing tomorrow’s engineering challenge as we maneuver through exponential growth and massive scale.

What You’ll Do

Deliver code that is well-documented, tested, and operable
Independently take ownership over the completion and quality of your tasks and project
Execute scoped technical tasks end-to-end in collaboration with cross-functional Pinployees to help build the future of Pinterest
Effectively and proactively communicate new ideas and opinions with candor as you grow both professionally and personally through learning and development opportunities

What We're Looking For

Completing a degree in Computer Science or related technical field
Experience in previous software engineering internships
Proficiency in a dynamic programming language such as Python
Strong communication skills and product sense
Passion for Pinterest and the ability to manage ambiguity and continually learn from your experiences

Our Commitment To Diversity

At Pinterest, our mission is to bring everyone the inspiration to create a life they love—and that includes our employees. We’re taking on the most exciting challenges of our working lives, and we succeed with a team that represents an inclusive and diverse set of identities and backgrounds.


Show more Show less",Full-time,Mid-Senior level,"Toronto, Ontario, Canada",Other
2978270099,"Software Engineer, Pay Equity – Summer Intern 2022",KPMG Canada,Canada,2022-03-22,https://ca.linkedin.com/jobs/view/software-engineer-pay-equity-%E2%80%93-summer-intern-2022-at-kpmg-canada-2978270099?refId=q%2FTb%2Fexmnzyzbu5ranSyCQ%3D%3D&trackingId=W3hhx8diphHx0PU0PJtGPw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"Overview

Please note that you are limited to one application during the recruitment period as we ask you to think ahead of what office and service line you are most interested in.

At KPMG in Canada, we believe our differences make us stronger. When you join the team, you'll be part of a diverse group of professionals with a common goal - making an impact and driving innovation.

In a culture that fosters inclusion and encourages flexibility, you’ll receive the tools and guidance to grow your skills and achieve success your way.

Come as you are. Lets do this.

Opportunity

Pay equity legislation at the federal and provincial levels is written with the goal of ensuring equitable pay, identifying and addressing any gaps that may exist within organizations. KPMG’s Pay Equity practice combines our world-class advisory services on tax and legal matters with our technology-centered approach to problem-solving. At the core of our Pay Equity service offering is a suite of cloud-based technology tools that allow clients to interface directly with their pay equity analysis from start to finish.

The KPMG Pay Equity team has an exciting opportunity for a Software Engineer, Summer Intern to join our team! This role will be a rewarding experience for you if you

Thrive on challenges and work best in a fast-paced environment where each day is different
Work well in a project team environment and have strong collaboration and interpersonal skills
Have a permanent “figure it out” mindset

This opportunity is fully-remote and open to candidates located anywhere across Canada.

Please note that you must be living in Canada for the entirety of the term to be eligible fo the role.

What You Will Do

Design and build innovative solutions based on the requirement gathering and system analysis.
Work in teams or individuals design, development and technical specifications.
Collaborate with Solution Specialists and Engineers in drafting the functional specifications required during the software development life cycle
Provide recommendations on how software can enhance user experience
Architect, code and debug problematic code
Provide expertise in cloud/on-prem/hybrid hosting solutions and full stack development
Participate in the research and evaluation of new tools and technologies that can help drive innovative solutions for our clients

What You Bring To The Role

Familiar with different architecture patterns of development
Demonstrated development experience in C++, Python, JavaScript, Java, SQL, NoSQL, Golang (Go)
Proficiency building web applications using one or more JavaScript and CSS frameworks like AngularJS, React, Vue.JS, and Bootstrap
Experienced with at least one back-end technology such as like Python, Node.JS, and Java
Proficient in using and designing REST APIs
Ability to develop a variety of user-oriented applications to deliver content in intuitive and innovative ways, through desktop, mobile apps and web interfaces
Familiarity with programming methodologies such as version control (i.e. Git), testing, QA, Waterfall and Agile development methodologies

Keys to your success

Hungry for experience, and eager to learn in a rapidly changing industry
A curiosity that looks to redefine the norm and sees technology and innovation as a tool to open new doors and new opportunities
Passionate and capable of delivering solutions with a high attention to detail
Self-learner and adaptability to different technologies and programming languages
An attitude of resourcefulness that inspires creativity

To apply

Please apply directly to KPMG at kpmg.ca/careers

Applications close on April 10th 2022 at 11 59 PM EST.

Please expect a response 4-6 weeks after the application deadline.

Our online application system will allow you to include up to five documents without losing your formatting. Applications can be addressed to Hiring Manager and must include a resume and an electronic copy of your most recent transcript (cover letter optional but strongly encouraged). If you do not have access to an electronic copy of your transcript, we ask that you attach a screenshot of your grades from your school’s website. In the application questionnaire, you’ll be able to indicate your preference for position type and office location. For an easy application process, please PDF all documents into one PDF file.

If you experience any difficulties, please contact ca-fmadvisoryrecruitment@kpmg.ca.

Our Values, The KPMG Way

Integrity, we do what is right | Excellence, we never stop learning and improving | Courage, we think and act boldly | Together, we respect each other and draw strength from our differences | For Better, we do what matters

KPMG is committed to the health and safety of our people, clients and communities. With this commitment in mind, KPMG complies with all public health mandates (provincially and/or federally, as applicable) and has implemented various safety measures, including a COVID-19 Vaccination Policy. KPMG's COVID 19 Vaccination Policy requires all employees to be fully vaccinated if they wish to or are required to attend a KPMG office and/or other congregate settings in the course of their duties (such as client sites or third-party venues).

As this role requires occasional or consistent attendance at a KPMG office and/or congregate setting, the successful candidate must be fully vaccinated (i.e. have received all doses that are recommended by Health Canada, including any boosters) and must provide KPMG with proof of vaccination. KPMG will provide reasonable accommodation if the successful candidate cannot be vaccinated due to grounds protected by human rights legislation in their province of employment.

KPMG in Canada is a proud equal opportunities employer and we are committed to creating a respectful, inclusive and barrier-free workplace that allows all of our people to reach their full potential. A diverse workforce is key to our success and we believe in bringing your whole self to work. We welcome all qualified candidates to apply and hope you will choose KPMG in Canada as your employer of choice.

For general recruitment-related inquiries, please contact the HR Delivery Centre at cafmcdnhrsthotline@kpmg.ca.

If you have a question about accessible employment at KPMG, or to begin a confidential conversation about your individual accessibility or accommodation needs through the recruitment process, we encourage you to contact us at cafmcdnhrsthotline@kpmg.ca or phone 416-777-8002 or toll free 1-888-466-4778.
Show more Show less",Full-time,Not Applicable,"Toronto, Ontario, Canada",Engineering and Information Technology
2987168846,Data Engineer,Languages in Motion Ltd.,Canada,2022-03-26,https://ca.linkedin.com/jobs/view/data-engineer-at-languages-in-motion-ltd-2987168846?refId=CR3K%2BKTOQPbnmgFQTZKytg%3D%3D&trackingId=dkiZxHb9QfrYRbd4Vh2Ogg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"Responsibilities

Analyze and organize raw data 
Build data systems and pipelines
Evaluate business needs and objectives
Interpret trends and patterns
Conduct complex data analysis and report on results 
Prepare data for prescriptive and predictive modeling
Build algorithms and prototypes
Combine raw information from different sources
Explore ways to enhance data quality and reliability
Identify opportunities for data acquisition
Develop analytical tools and programs
Collaborate with data scientists and architects on several projects




Show more Show less",Full-time,,Canada,
2991237471,Data Engineer,Ratehub.ca,Canada,2022-03-26,https://ca.linkedin.com/jobs/view/data-engineer-at-ratehub-ca-2991237471?refId=CR3K%2BKTOQPbnmgFQTZKytg%3D%3D&trackingId=D7kjaxfgqh%2Br47HDNffBwQ%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"WHO IS RATEHUB.CA?

We’re a company on a mission. Every single team member, from product & engineering, to sales & marketing, finance, operations and everything in between is obsessed with one thing; helping Canadian’s make better financial choices. And we’re pretty great at it, too. Via our digital application technology and our award winning in-house brokerages, we help over 1m Canadian’s per month make a positive impact on their finances. 365 days a year we deliver our users the best online mortgage experience, personalized credit card options, and cheaper auto & home insurance policies than they typically get from their existing financial adviser.

Changing how people make financial choices isn’t easy, though. We know that achieving our mission is full of challenges; challenges that can be complex and often unexpected, but that are always interesting, rewarding and fun to solve as a team. This is where you come in. We are on the hunt for the right kind of people to join us and help lead us forward to continued growth.

We’re looking for a Data Engineer to join our growing team. Reporting to the Director of Analytics, the Data Engineer is an integral member of Ratehub’s Analytics team. The role will own and maintain our data warehouse infrastructure and will be responsible to make the necessary optimizations and improvements supporting the push for data governance. This is an exciting opportunity to join a high-performing team, directly impacting the business as well as the design and evolution of the organization’s internal processes and infrastructure.

Your Responsibilities

Own & manage our overall analytics infrastructure
Partner with internal stakeholders to determine requirements, anticipate future needs, and identify areas of opportunity to drive efficiency and scalability
Develop data pipelines from various internal and external sources
Improve data quality checks and setup appropriate alerts on ETL processes to enhance reliability and updating them for any upcoming changes
Implement internal process improvements by building robust and scalable automations for manual processes, optimizing data delivery etc
Refactor code to improve query performance and load times
Manage data security including PII hashing & access controls


Your Qualifications

Post-secondary degree: We value intelligence over relevance, but a Bachelors in Computer Science would be looked upon favourably
2+ years’ of similar work experience


These are the skills that are required:

Advanced SQL knowledge
Experience in building and maintaining ETL pipelines using Python
Experience in managing ETL pipelines through Apache Airflow (dbt a huge plus)
Experience in working with AWS infrastructure (EC2, S3, Redshift, Lambda etc)


These are the skills that are nice to have:

Familiarity with data QA frameworks such as Great Expectations
Familiarity with Data visualization tools like Tableau, Power BI, Looker (we use Looker so extra points for that)
Familiarity with Excel and/or Google Sheets (including macros & google scripts)


BEYOND THE TECHNICAL YOU ARE:

Detail oriented: High standard of data quality and integrity
Resourceful: You don’t have all the answers, but you know how to get them
Strong problem-solving skills and critical thinking abilities
Adaptable to a fast paced environment and able to pivot quickly to align with changing priorities


CULTURE FIT

Fun: You bring your whole self to work and make an effort to contribute to our workplace culture in a positive way
Do the right thing: You are able to assess both customer and company needs to make good business choices
Growth mindset: You love to learn and try new things
Willing to Help: You care about your team members and are willing to help out outside your realm of expertise.
Impact orientated: You are motivated by results and track to completion


Ratehub welcomes and encourages applications from people with disabilities. Accommodations are available upon request for candidates taking part in all aspects of the selection process.

Powered by JazzHR

n40Ycfgc6P
Show more Show less",Full-time,Mid-Senior level,"Toronto, Ontario, Canada",Information Technology
2991245639,"Data Engineer - (Remote, Canada based)",Ratehub.ca,Canada,2022-03-26,https://ca.linkedin.com/jobs/view/data-engineer-remote-canada-based-at-ratehub-ca-2991245639?refId=CR3K%2BKTOQPbnmgFQTZKytg%3D%3D&trackingId=%2FC0SJx3CedRWSflPu4NYtA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"WHO IS RATEHUB.CA?

We’re a company on a mission. Every single team member, from product & engineering, to sales & marketing, finance, operations and everything in between is obsessed with one thing; helping Canadian’s make better financial choices. And we’re pretty great at it, too. Via our digital application technology and our award winning in-house brokerages, we help over 1m Canadian’s per month make a positive impact on their finances. 365 days a year we deliver our users the best online mortgage experience, personalized credit card options, and cheaper auto & home insurance policies than they typically get from their existing financial adviser.

Changing how people make financial choices isn’t easy, though. We know that achieving our mission is full of challenges; challenges that can be complex and often unexpected, but that are always interesting, rewarding and fun to solve as a team. This is where you come in. We are on the hunt for the right kind of people to join us and help lead us forward to continued growth.

We’re looking for a Data Engineer to join our growing team. Reporting to the Director of Analytics, the Data Engineer is an integral member of Ratehub’s Analytics team. The role will own and maintain our data warehouse infrastructure and will be responsible to make the necessary optimizations and improvements supporting the push for data governance. This is an exciting opportunity to join a high-performing team, directly impacting the business as well as the design and evolution of the organization’s internal processes and infrastructure.

Your Responsibilities

Own & manage our overall analytics infrastructure
Partner with internal stakeholders to determine requirements, anticipate future needs, and identify areas of opportunity to drive efficiency and scalability
Develop data pipelines from various internal and external sources
Improve data quality checks and setup appropriate alerts on ETL processes to enhance reliability and updating them for any upcoming changes
Implement internal process improvements by building robust and scalable automations for manual processes, optimizing data delivery etc
Refactor code to improve query performance and load times
Manage data security including PII hashing & access controls


Your Qualifications

Post-secondary degree: We value intelligence over relevance, but a Bachelors in Computer Science would be looked upon favourably
2+ years’ of similar work experience


These are the skills that are required:

Advanced SQL knowledge
Experience in building and maintaining ETL pipelines using Python
Experience in managing ETL pipelines through Apache Airflow (dbt a huge plus)
Experience in working with AWS infrastructure (EC2, S3, Redshift, Lambda etc)


These are the skills that are nice to have:

Familiarity with data QA frameworks such as Great Expectations
Familiarity with Data visualization tools like Tableau, Power BI, Looker (we use Looker so extra points for that)
Familiarity with Excel and/or Google Sheets (including macros & google scripts)


BEYOND THE TECHNICAL YOU ARE:

Detail oriented: High standard of data quality and integrity
Resourceful: You don’t have all the answers, but you know how to get them
Strong problem-solving skills and critical thinking abilities
Adaptable to a fast paced environment and able to pivot quickly to align with changing priorities


CULTURE FIT

Fun: You bring your whole self to work and make an effort to contribute to our workplace culture in a positive way
Do the right thing: You are able to assess both customer and company needs to make good business choices
Growth mindset: You love to learn and try new things
Willing to Help: You care about your team members and are willing to help out outside your realm of expertise.
Impact orientated: You are motivated by results and track to completion


Ratehub welcomes and encourages applications from people with disabilities. Accommodations are available upon request for candidates taking part in all aspects of the selection process.

Powered by JazzHR

S5RTc9jCOT
Show more Show less",Full-time,Mid-Senior level,"Toronto, Ontario, Canada",Information Technology
2944939412,Senior Data Engineer,Citi,Canada,2022-03-02,https://ca.linkedin.com/jobs/view/senior-data-engineer-at-citi-2944939412?refId=CR3K%2BKTOQPbnmgFQTZKytg%3D%3D&trackingId=UcBbspAeBZZd3M3o47FSYg%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,"Job Id: 22439058

Overview of Citi:

Citi, the world leading global bank, has approximately 200 million customer accounts and a presence in more than 160 countries and jurisdictions worldwide. Citi provides consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. Citi enables clients to achieve their strategic financial objectives by providing them with cutting-edge ideas, best-in-class products and solutions, and unparalleled access to capital and liquidity.

Team/Position Overview

The Institutional Clients Group (ICG) Engineering and Architecture Practice (EAP) is responsible for defining and executing core architecture and technology strategy for the Institutional Clients Group (ICG) and works across the ICG businesses (Markets, Treasury and Trade Services, Private Bank, and Shared Services) to ensure complete strategic alignment and efficiency of execution across a diverse portfolio of engineering activities, including external Cloud Capability development, Platform Architectures, and Data Engineering.

The ICG EAP is seeking Senior Data Engineer to join our team. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data wrangler who enjoys optimizing existing data systems and/or building them from the ground up. This job involves being part of a dynamic team and contributing towards software development of core components within the next generation Cloud and Big Data Analytics Platform. The candidate will have an eye for building and optimizing real-time and regular analytics and data systems and will work closely with our systems architects, data scientists, and analysts to help direct the flow of data within the pipeline and ensure consistency of data delivery and utilization across multiple projects.

This role also provides opportunities to learn new technologies, take on interesting challenges and work with a passionate diverse team.

 

Key Responsibilities:

Develop applications and enhancements based on the requirements
Responsible for systems analysis, Design, Coding, Unit Testing and other SDLC activities
Understanding requirements, Analyze and convert functional requirements into concrete technical tasks and able to provide reasonable effort estimates
Work across line of businesses to frame and develop scalable, re-usable data pipelines, Marts, Mesh and communication between warehouses; works closely with other teams as partner
Work proactively, independently and with global teams to address project requirements, and articulate issues/challenges with enough lead time to address project delivery risks
Providing expertise in technical analysis and solving technical issues during project delivery
Code reviews, test case reviews and ensure code developed meets the requirements
Demonstrate ownership and initiative taking

Must Have Experience:

Strong Experience in Spark, Kafka
Strong programming skills in Java/ Scala or Python
Service oriented architecture, and data standards like JSON, Avro, Parquet
Knowledge of Messaging system, ETL tools
Ability to own technical delivery/reported issues to completion
Excellent analytical and troubleshooting skills is a must

Nice to have Skills:

Snowflake
Cloud experience – AWS / GCP
Beam, Flink
Python, and SQL highly desired.
API development
Experience working with financial data.

Citi Canada is an equal opportunity employer. Accordingly, we will make accommodations to respond to the needs of people with disabilities (including, without limitation, physical and mental health disabilities) during the recruitment process and otherwise in accordance with law. Individuals who view themselves as Aboriginals, members of visible minority or racialized communities, and people with disabilities are encouraged to apply.

-------------------------------------------------

Job Family Group:

Technology

-------------------------------------------------

Job Family:

Systems & Engineering

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting


Show more Show less",Full-time,Not Applicable,"Mississauga, Ontario, Canada",Information Technology
2982435448,Data Engineer,SRK Consulting,Canada,2022-03-25,https://ca.linkedin.com/jobs/view/data-engineer-at-srk-consulting-2982435448?refId=CR3K%2BKTOQPbnmgFQTZKytg%3D%3D&trackingId=66AwT5J%2B8ZtLC8WeYdGYng%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,"Pandas, SQL, R, dimensional modeling, DAX, M plus any kind of geoscientific or environmental data background.
Show more Show less",Full-time,,Canada,
